13,0,872
13,0,356
13,0,5079
13,0,5764
13,0,855
13,0,9
13,0,122
13,0,177
13,0,2300
13,0,23
13,0,8054
13,0,296
13,0,13
13,0,8112
13,0,161
13,0,613
13,0,8269
13,0,5351
13,0,527
13,0,3307
13,0,180
13,0,581
13,0,2452
872,0,356
623,0,623
623,0,23
623,0,934
23,0,934
23,0,23
23,0,177
23,0,2300
23,0,412
23,0,2161
23,0,2090
934,0,9
934,0,599
934,0,27
21,0,9
21,0,7590
21,0,7668
21,0,64
21,0,109
21,0,7643
9,0,855
9,0,9
9,0,7590
9,0,7902
9,0,764
9,0,322
9,0,8054
9,0,296
9,0,959
9,0,506
9,0,8141
9,0,294
9,0,8169
9,0,177
9,0,2429
9,0,8170
9,0,8269
9,0,5351
9,0,11
9,0,8071
9,0,599
9,0,27
9,0,8601
9,0,7643
9,0,8602
9,0,8836
9,0,109
9,0,7138
9,0,2452
9,0,48
9,0,7760
9,0,7806
9,0,9109
7604,0,7605
5079,0,5079
5079,0,2285
7652,0,7653
7652,0,2726
7652,0,2130
7652,0,913
7652,0,7654
7652,0,7655
7653,0,2726
7653,0,2130
7653,0,913
7653,0,7654
7653,0,7655
2726,0,2130
2726,0,913
2726,0,7654
2726,0,7655
2130,0,913
2130,0,7654
2130,0,7655
913,0,7654
913,0,7655
7654,0,7655
7662,0,412
412,0,2161
7590,0,7668
7590,0,7902
7590,0,73
7590,0,1097
7590,0,8836
7590,0,8601
5764,0,8075
258,0,323
258,0,7689
258,0,2047
258,0,3264
258,0,8768
323,0,7689
323,0,2047
323,0,608
7689,0,2047
7692,0,7693
724,0,7748
724,0,1155
724,0,57
724,0,724
724,0,470
7748,0,1155
7757,0,1238
4402,0,3527
7796,0,371
7796,0,7797
371,0,7797
371,0,371
144,0,32
32,0,284
122,0,900
177,0,2300
177,0,294
177,0,8169
177,0,2429
177,0,8170
7858,0,7
7643,0,109
7643,0,7643
7643,0,8601
7643,0,8602
7643,0,8071
109,0,8071
109,0,8981
109,0,8072
109,0,8067
1893,0,216
96,0,966
96,0,96
96,0,465
96,0,353
96,0,7830
96,0,7676
96,0,8433
96,0,8434
96,0,8435
96,0,7638
966,0,465
966,0,353
966,0,7830
966,0,165
465,0,353
465,0,7830
353,0,7830
353,0,8162
7830,0,8563
7830,0,8564
7830,0,8565
7830,0,9034
7974,0,7974
8054,0,296
42,0,42
8071,0,8072
8071,0,8067
8072,0,8981
8113,0,2389
261,0,73
261,0,8850
261,0,8851
261,0,1031
261,0,8988
161,0,613
294,0,8169
294,0,2429
294,0,8170
294,0,294
8169,0,2429
8169,0,8170
2429,0,8170
360,0,4908
501,0,8214
8269,0,5351
167,0,3162
167,0,7944
3162,0,7944
6486,0,312
7676,0,8433
7676,0,8434
7676,0,8435
7676,0,57
8433,0,8434
8433,0,8435
8434,0,8435
71,0,71
599,0,27
599,0,599
8498,0,2329
8563,0,8564
8563,0,8565
8564,0,8565
7494,0,8589
8601,0,8602
8601,0,8836
1733,0,8634
527,0,527
8648,0,1224
8648,0,8649
8648,0,3713
8648,0,2844
8648,0,8650
1224,0,8649
1224,0,3713
1224,0,2844
1224,0,8650
8649,0,3713
8649,0,2844
8649,0,8650
3713,0,2844
3713,0,8650
2844,0,8650
3797,0,8744
7728,0,8772
5263,0,864
5263,0,8842
864,0,8842
8850,0,8851
8850,0,1031
8851,0,1031
8012,0,8852
8873,0,6778
8873,0,5319
8873,0,39
8873,0,8874
8873,0,8875
8873,0,6572
6778,0,5319
6778,0,39
6778,0,8874
6778,0,6778
6778,0,8875
6778,0,6572
5319,0,39
5319,0,5319
5319,0,8874
5319,0,8875
5319,0,6572
5319,0,7299
39,0,8874
39,0,39
39,0,8875
39,0,6572
39,0,7299
8874,0,8875
8874,0,6572
8875,0,6572
180,0,581
2403,0,9037
2403,0,9038
2403,0,9039
2403,0,9040
2403,0,6010
9037,0,9038
9037,0,9039
9037,0,9040
9037,0,6010
9038,0,9039
9038,0,9040
9038,0,6010
9039,0,9040
9039,0,6010
9040,0,6010
48,0,7760
48,0,7806
7760,0,7806
150,0,9095
150,0,5599
9095,0,5599
364,1,4964
364,1,261
364,1,9
364,1,21
98,1,98
98,1,7550
98,1,7551
98,1,13
98,1,9
98,1,21
98,1,8053
98,1,4140
98,1,618
98,1,2928
98,1,8168
98,1,11
98,1,48
98,1,296
98,1,8525
98,1,2988
98,1,8526
98,1,248
7550,1,7551
13,1,7553
13,1,9
13,1,13
13,1,7578
13,1,5070
13,1,48
13,1,855
13,1,1386
13,1,73
13,1,687
13,1,602
13,1,21
13,1,2830
13,1,76
13,1,139
13,1,7608
13,1,7632
13,1,42
13,1,7667
13,1,7683
13,1,1261
13,1,7684
13,1,567
13,1,296
13,1,7685
13,1,7695
13,1,261
13,1,2474
13,1,7727
13,1,7735
13,1,7741
13,1,7742
13,1,7760
13,1,3025
13,1,7336
13,1,498
13,1,153
13,1,966
13,1,323
13,1,7806
13,1,7807
13,1,2649
13,1,7808
13,1,3403
13,1,371
13,1,2812
13,1,7833
13,1,7834
13,1,6066
13,1,2507
13,1,7884
13,1,6100
13,1,791
13,1,44
13,1,7912
13,1,1001
13,1,7929
13,1,7930
13,1,7934
13,1,7953
13,1,560
13,1,7959
13,1,11
13,1,7960
13,1,5773
13,1,1988
13,1,729
13,1,7963
13,1,3303
13,1,2268
13,1,161
13,1,2781
13,1,1051
13,1,546
13,1,5177
13,1,96
13,1,258
13,1,8100
13,1,71
13,1,8130
13,1,8134
13,1,7835
13,1,8148
13,1,3039
13,1,2928
13,1,8168
13,1,8183
13,1,8198
13,1,8206
13,1,8207
13,1,8270
13,1,1301
13,1,1317
13,1,8108
13,1,8308
13,1,8325
13,1,279
13,1,8354
13,1,1181
13,1,8360
13,1,5650
13,1,3974
13,1,5040
13,1,8376
13,1,2388
13,1,7615
13,1,3939
13,1,8473
13,1,8490
13,1,8500
13,1,23
13,1,8507
13,1,8520
13,1,1836
13,1,8525
13,1,2988
13,1,8526
13,1,623
13,1,57
13,1,8612
13,1,8613
13,1,8614
13,1,8618
13,1,8632
13,1,444
13,1,150
13,1,8638
13,1,8639
13,1,2429
13,1,1377
13,1,350
13,1,6735
13,1,83
13,1,177
13,1,7125
13,1,8732
13,1,8733
13,1,8735
13,1,7830
13,1,7756
13,1,1408
13,1,2847
13,1,7171
13,1,8757
13,1,8775
13,1,4187
13,1,8781
13,1,32
13,1,1046
13,1,1321
13,1,624
13,1,4505
13,1,7
13,1,1390
13,1,5351
13,1,144
13,1,180
13,1,724
13,1,8871
13,1,3675
13,1,212
13,1,8154
13,1,8890
13,1,8891
13,1,7294
13,1,353
13,1,8958
13,1,8036
13,1,8972
13,1,8973
13,1,953
13,1,9000
13,1,2130
13,1,9053
13,1,9063
13,1,608
13,1,621
13,1,9074
13,1,619
560,1,1002
560,1,73
560,1,5079
1002,1,564
1002,1,48
3132,1,9
9,1,7560
9,1,161
9,1,296
9,1,7568
9,1,9
9,1,7573
9,1,7577
9,1,48
9,1,855
9,1,1386
9,1,11
9,1,76
9,1,480
9,1,21
9,1,353
9,1,7600
9,1,96
9,1,7603
9,1,139
9,1,7608
9,1,7625
9,1,261
9,1,7626
9,1,7627
9,1,7632
9,1,23
9,1,527
9,1,2732
9,1,7638
9,1,2023
9,1,536
9,1,7641
9,1,7642
9,1,64
9,1,2843
9,1,7659
9,1,7663
9,1,1455
9,1,7686
9,1,7695
9,1,1093
9,1,7699
9,1,2474
9,1,7712
9,1,169
9,1,73
9,1,724
9,1,983
9,1,153
9,1,4739
9,1,7745
9,1,7746
9,1,1840
9,1,232
9,1,7750
9,1,17
9,1,7760
9,1,3025
9,1,7766
9,1,286
9,1,323
9,1,7806
9,1,7807
9,1,2649
9,1,7808
9,1,567
9,1,641
9,1,7826
9,1,1046
9,1,7840
9,1,7841
9,1,7842
9,1,108
9,1,2329
9,1,7856
9,1,371
9,1,7879
9,1,350
9,1,7010
9,1,7885
9,1,3073
9,1,7896
9,1,7901
9,1,3939
9,1,7902
9,1,7905
9,1,294
9,1,623
9,1,3154
9,1,7927
9,1,7928
9,1,7929
9,1,7930
9,1,236
9,1,824
9,1,7935
9,1,7936
9,1,2268
9,1,7938
9,1,7946
9,1,7947
9,1,7948
9,1,7955
9,1,7956
9,1,2401
9,1,7959
9,1,7960
9,1,5773
9,1,1988
9,1,729
9,1,7963
9,1,109
9,1,7977
9,1,7978
9,1,7979
9,1,7980
9,1,3303
9,1,40
9,1,7914
9,1,162
9,1,8008
9,1,8019
9,1,8020
9,1,38
9,1,8021
9,1,8022
9,1,8023
9,1,8024
9,1,7
9,1,8025
9,1,2180
9,1,791
9,1,8053
9,1,1325
9,1,2437
9,1,8074
9,1,3063
9,1,8085
9,1,8089
9,1,5070
9,1,258
9,1,8104
9,1,8106
9,1,8109
9,1,8117
9,1,5930
9,1,8118
9,1,8121
9,1,8125
9,1,8071
9,1,8134
9,1,8167
9,1,2928
9,1,8168
9,1,212
9,1,8189
9,1,8192
9,1,8206
9,1,8207
9,1,255
9,1,3958
9,1,8224
9,1,598
9,1,248
9,1,1332
9,1,8264
9,1,8265
9,1,290
9,1,8268
9,1,546
9,1,8270
9,1,116
9,1,8292
9,1,8293
9,1,83
9,1,618
9,1,8308
9,1,2976
9,1,8323
9,1,498
9,1,8344
9,1,279
9,1,8354
9,1,8233
9,1,3974
9,1,8365
9,1,8366
9,1,32
9,1,6271
9,1,8371
9,1,703
9,1,8363
9,1,2389
9,1,8381
9,1,530
9,1,8382
9,1,7657
9,1,1013
9,1,8408
9,1,8409
9,1,8410
9,1,8431
9,1,844
9,1,966
9,1,1536
9,1,394
9,1,8445
9,1,2388
9,1,7615
9,1,8473
9,1,8477
9,1,8478
9,1,2130
9,1,1913
9,1,940
9,1,8484
9,1,45
9,1,8490
9,1,4908
9,1,8499
9,1,2781
9,1,7336
9,1,57
9,1,8525
9,1,2988
9,1,8526
9,1,8531
9,1,687
9,1,7643
9,1,318
9,1,3831
9,1,7730
9,1,7374
9,1,8615
9,1,42
9,1,3992
9,1,444
9,1,150
9,1,8638
9,1,8639
9,1,2429
9,1,8652
9,1,8655
9,1,4867
9,1,1377
9,1,7098
9,1,8682
9,1,8683
9,1,8684
9,1,8700
9,1,1155
9,1,723
9,1,8715
9,1,6735
9,1,8730
9,1,8732
9,1,71
9,1,8734
9,1,8735
9,1,7784
9,1,8743
9,1,1755
9,1,8746
9,1,8769
9,1,8778
9,1,8781
9,1,8795
9,1,1321
9,1,2174
9,1,624
9,1,4505
9,1,8822
9,1,8823
9,1,8824
9,1,8825
9,1,764
9,1,8858
9,1,8861
9,1,5351
9,1,144
9,1,180
9,1,8878
9,1,8154
9,1,8888
9,1,8889
9,1,8908
9,1,8909
9,1,8938
9,1,8939
9,1,5939
9,1,8
9,1,8945
9,1,8949
9,1,8045
9,1,8971
9,1,4656
9,1,8036
9,1,8972
9,1,8973
9,1,8976
9,1,8977
9,1,134
9,1,581
9,1,8992
9,1,7233
9,1,103
9,1,9008
9,1,293
9,1,9009
9,1,9016
9,1,2657
9,1,9043
9,1,9053
9,1,1606
9,1,1320
9,1,7944
9,1,9057
9,1,5129
9,1,9074
9,1,619
9,1,1661
9,1,9085
9,1,9086
9,1,9111
7557,1,21
21,1,73
21,1,687
21,1,602
21,1,21
21,1,7678
21,1,7722
21,1,7733
21,1,7735
21,1,323
21,1,7638
21,1,7756
21,1,966
21,1,7806
21,1,7807
21,1,2649
21,1,7808
21,1,279
21,1,7830
21,1,7831
21,1,7857
21,1,43
21,1,7903
21,1,64
21,1,7984
21,1,1051
21,1,546
21,1,236
21,1,5177
21,1,371
21,1,7234
21,1,8231
21,1,8232
21,1,168
21,1,8257
21,1,96
21,1,3726
21,1,212
21,1,2192
21,1,83
21,1,1321
21,1,1484
21,1,7657
21,1,8
21,1,709
21,1,8513
21,1,7600
21,1,7374
21,1,1386
21,1,567
21,1,3866
21,1,1097
21,1,8701
21,1,4825
21,1,610
21,1,8732
21,1,71
21,1,8607
21,1,261
21,1,1755
21,1,8746
21,1,8154
21,1,296
21,1,2510
21,1,1046
21,1,32
21,1,321
21,1,8992
21,1,139
21,1,9005
21,1,9053
21,1,1013
21,1,9056
21,1,9105
7558,1,108
7558,1,5814
7558,1,73
108,1,4710
108,1,7596
108,1,141
108,1,7597
108,1,7598
108,1,7599
108,1,567
108,1,7842
108,1,5079
108,1,2285
108,1,71
108,1,7699
108,1,48
7562,1,1155
7562,1,3551
1155,1,3551
1155,1,1155
1155,1,5351
1155,1,7665
1155,1,8178
1155,1,527
1155,1,2402
3551,1,2402
161,1,296
161,1,7778
161,1,7779
161,1,255
161,1,423
161,1,8620
161,1,58
161,1,7501
296,1,7683
296,1,1261
296,1,7684
296,1,567
296,1,602
296,1,7685
296,1,2474
296,1,48
296,1,983
296,1,7840
296,1,7841
296,1,1338
296,1,7905
296,1,7906
296,1,83
296,1,7922
296,1,1046
296,1,8104
296,1,45
296,1,966
296,1,3039
296,1,4215
296,1,11
296,1,2510
5351,1,1520
5351,1,7665
5351,1,5070
5351,1,4360
5351,1,1819
5351,1,217
5351,1,144
5351,1,32
5351,1,180
5351,1,724
7568,1,48
7568,1,1046
73,1,7570
73,1,7571
73,1,3655
73,1,73
73,1,236
73,1,7572
73,1,687
73,1,602
73,1,983
