9131,0,9131
2262,0,13
13,0,9
13,0,13
13,0,42
13,0,949
13,0,9113
13,0,423
13,0,3396
13,0,926
13,0,371
13,0,9645
13,0,1046
13,0,21
13,0,258
13,0,9757
13,0,623
13,0,9881
9,0,9
9,0,42
9,0,949
9,0,32
9,0,3792
9,0,4323
9,0,9314
9,0,371
9,0,39
9,0,9436
9,0,9484
9,0,144
9,0,530
9,0,109
9,0,337
9,0,9645
9,0,7812
9,0,9499
9,0,14
9,0,9793
9,0,341
9,0,460
9,0,1050
9,0,695
9,0,9835
9,0,9881
9,0,9199
9,0,11
42,0,949
42,0,9955
42,0,8023
9172,0,9172
32,0,47
32,0,9484
32,0,144
32,0,530
32,0,7812
32,0,9499
32,0,1601
32,0,9707
32,0,32
32,0,9708
165,0,1224
691,0,23
691,0,9184
23,0,9184
23,0,2373
23,0,867
23,0,1256
23,0,5482
423,0,423
423,0,9222
423,0,9244
423,0,9138
423,0,9939
423,0,9940
423,0,9902
9201,0,109
109,0,9347
109,0,64
109,0,3985
109,0,9558
109,0,337
9204,0,9205
9204,0,9206
9204,0,9204
9204,0,8976
9205,0,9206
9205,0,8976
9206,0,8976
3792,0,4323
3792,0,3792
6402,0,2292
9262,0,1002
9262,0,21
1002,0,21
21,0,1046
21,0,258
21,0,9757
21,0,9795
21,0,5626
21,0,764
9263,0,1844
1844,0,9532
328,0,328
9345,0,9346
371,0,39
371,0,9645
371,0,371
9374,0,2847
9374,0,1408
2847,0,1408
1584,0,599
1584,0,3396
1584,0,353
832,0,9385
39,0,900
39,0,34
9391,0,9392
1050,0,9400
1050,0,460
1050,0,695
1050,0,9835
3396,0,926
3396,0,353
926,0,1871
7909,0,7910
900,0,34
7470,0,9463
9484,0,144
9484,0,530
144,0,530
9488,0,1256
9488,0,310
9488,0,9489
1256,0,310
1256,0,9489
1256,0,1256
1256,0,2373
1256,0,867
1256,0,5482
310,0,9489
9489,0,9489
9492,0,6358
9522,0,9523
155,0,9540
14,0,9542
14,0,9543
14,0,8067
14,0,9625
14,0,2841
14,0,9793
14,0,341
9542,0,9543
9542,0,8067
9543,0,8067
7654,0,9545
7654,0,9546
7654,0,9547
9545,0,9546
9545,0,9547
9546,0,9547
9558,0,337
2373,0,867
2373,0,2373
2373,0,5482
2373,0,4198
867,0,5482
103,0,2017
9625,0,2841
9625,0,9625
834,0,8708
9634,0,9635
9640,0,9641
7812,0,9499
1601,0,9707
1601,0,9708
9707,0,9707
9707,0,9708
5888,0,2264
1046,0,258
1046,0,9757
258,0,9757
9773,0,9774
9773,0,9775
9774,0,9775
225,0,9787
225,0,350
225,0,4388
225,0,777
225,0,756
9787,0,350
9787,0,4388
9787,0,777
9787,0,756
